A1CF	MNT
TBX6	MMRN1
TBXA2R	H3F3A
TBXAS1	IL20
TCAP	CHD6
TCEA1	SYDE2
TCEAL1	MT1M
TCEAL2	MICALL1
TCEAL4	CCT2
TCEB1	HP
TCEB2	ZNF734
TCEB3	NFU1
TCEB3B	CDH11
TCEB3C	CYP2E1
TCERG1	FGD3
TCF12	OR52B4
TCF20	PNUTL2
TCF21	DOC2A
TCF3	OR4S1
TCF4	CEBPA
TCF7	CD48
TCF7L1	CXCL2
TCF7L2	SERGEF
TCHH	SCAP
TCIRG1	BRF1
TCL1A	UCP2
TCL1B	BSPRY
TCN2	ZNF679
TCRA	MYO3B
TCRBV8S1	DRD1
TDG	ZNF234
TDGF1	CPOX
TDP1	CDCA8
TDRD7	PRKDC
TEAD1	RALB
TEAD2	DYNLRB1
TEAD3	PRRG1
TEAD4	PRSS2
TEC	ATP8B2
TEF	SNIP1
TEK	ARHGAP6
TENC1	MED14
TEP1	GGA2
TERF1	LGR4
TERF2	BAX
TERF2IP	PDGFD
TERT	CLCN4
TES	MYCL1
TESK1	CIDEA
TESK2	HOXD8
TF	ARHGEF16
TFAM	GUCA2A
TFAP2A	ERG
TFAP2B	DUX1
TFAP2C	FRAP1
TFB1M	MYO7B
TFB2M	DAZ1
TFCP2	NTSR2
TFDP1	GALR2
TFDP2	DEDD2
TFDP3	TIMM9
TFE3	RPS7
TFEB	SF3B2
TFEC	OFD1
TFF1	DNAJB1
TFF2	RCAN1
TFF3	AP3S2
TFG	BPNT1
TFIP11	RMI2
TFPI	ZNF193
TFPI2	GMDS
TFR2	IGF1
TFRC	ITK
TG	MPDZ
TGFA	ZNF324B
TGFB1	ZFHX4
TGFB1I1	CCRL1
TGFB2	NLP
TGFB3	MKI67
TGFBI	DKFZP781P1719
TGFBR1	PGF
TGFBR2	EXOSC3
TGFBR3	FNTB
TGFBRAP1	THEG
TGIF1	ETFB
TGIF2	CHMP1A
TGM1	RPL41
TGM2	HIST1H2AH
TGM3	PCNT
TGM4	BLOC1S2
TGOLN2	TAS2R10
TGS1	IGF2BP3
TH	DHTKD1
TH1L	SENP1
THAP11	CHD1L
THAP7	ELP2
THBD	TRPV2
THBS1	RAP2A
THBS2	COPS6
THBS3	SDC2
THBS4	RSL1D1
THEG	OR51I2
THOC1	KLK9
THOC2	PLAA
THOP1	KLF12
THPO	SERPINB12
THRA	U2AF1L4
THRAP3	UBE2E1
THRB	PPIF
THY1	OR2AE1
TIA1	ZNF780B
TIAL1	ZYX
TIAM1	MBP
TIAM2	CSTF3
TICAM1	ZNF496
TIE1	DR1
TIMELESS	KSR2
TIMM10	PLA2G3
TIMM13	PHYH
TIMM17A	LSM5
TIMM17B	IRF6
TIMM22	NCAN
TIMM23	MXD3
TIMM44	PIGS
TIMM50	PIP4K2A
TIMM8A	DNM2
TIMM8B	IL5RA
TIMM9	TAF6L
TIMP1	PTPRK
TIMP2	RPL31
TIMP3	PPP1R14A
TIMP4	OR8U1
TINAGL1	CAPN3
TINF2	SOX6
TINP1	PLRG1
TJP1	HOXB13
TJP2	CNTF
TJP3	TAAR8
TK1	MED1
TK2	ZNF733
TKT	BDNF
TLE1	MST1R
TLE2	DHRS2
TLE3	SCP2
TLE4	WNT5A
TLK1	SF3B1
TLK2	HOXC11
TLL1	IGKV4-1
TLL2	SDC4
TLN1	AKAP7
TLN2	MRP63
TLR1	IGLV4-60
TLR10	ZNF705G
TLR2	NKX3-1
TLR3	MAN1A1
TLR4	PTHLH
TLR5	ID3
TLR6	MED30
TLR7	FGG
TLR8	IGF2BP2
TLR9	CATSPER1
TLX1	ACTRT2
TLX2	NUMBL
TLX3	TGOLN2
TMED1	RBX1
TMED10	PFN2
TMED2	ITGB5
TMED3	RLN1
TMED5	BRCA1
TMEM123	PLS3
TMEM126B	RABEPK
TMEM47	ZNF774
TMEM48	POLR2A
TMF1	IBSP
TMOD1	CHRNA7
TMOD4	ZNF26
TMPO	PARK7
TMSB10	OR13C4
TMSB4Y	KIR3DL3
TMSL3	DNAJC6
TNC	MYBPH
TNF	E2F2
TNFAIP3	GATAD2A
TNFAIP6	KPNB1
TNFAIP8	LRP1
TNFRSF10A	MMP1
TNFRSF10B	EFNB2
TNFRSF10C	TRIM71
TNFRSF10D	OR8G1
TNFRSF11A	ZNF585A
TNFRSF11B	FBXO30
TNFRSF12A	RRM1
TNFRSF13B	CYSLTR1
TNFRSF13C	PIM1
TNFRSF14	IL3RA
TNFRSF17	TMSB10
TNFRSF1A	CEP70
TNFRSF1B	OR12D2
TNFRSF21	ATRIP
TNFRSF25	PTGES2
TNFRSF4	ACVRL1
TNFRSF6B	IGLV1-40
TNFRSF8	CACNA2D1
TNFRSF9	ZNF642
TNFSF10	CACNB2
TNFSF11	MT-ND1
TNFSF12	TNFSF9
TNFSF13B	EFHD1
TNFSF14	CORO2A
TNFSF15	DUSP7
TNFSF18	TOP3B
TNFSF4	POU6F2
TNFSF8	FOXO3
TNFSF9	TCF3
TNIK	LAMA5
TNIP1	CTNNBIP1
TNIP2	MST1
TNK1	CDK8
TNK2	KLF11
TNKS	DAP3
TNKS2	ANAPC10
TNN	NKD1
TNNC1	APOA5
TNNC2	OR8B4
TNNI1	NR2E3
TNNI2	ZMYM6
TNNI3	SPTA1
TNNT1	RAPGEF3
TNNT2	CALB2
TNNT3	SPARC
TNPO1	EIF4A1
TNPO2	T
TNPO3	TRAF5
TNR	SCUBE1
TNRC4	FMOD
TNS1	STK17B
TNS3	LMNB1
TNXB	HK3
TOB1	ATP2A3
TOB2	DCLRE1A
TOLLIP	RFC2
TOM1	CRHBP
TOMM20	CDCA3
TOMM22	WRN
TOMM34	SSH2
TOMM40	CACNG7
TOMM40L	TRPM7
TOMM7	MAPK4
TOMM70A	PPIL1
TOP1	ADAP1
TOP2A	KLHL2
TOP2B	INA
TOP3A	DNAJC14
TOP3B	RREB1
TOPBP1	CAPN13
TOPORS	APLNR
TOR1A	ITGB7
TOR1B	GORASP2
TP53	SFRS6
TP53BP1	ATP6V1A
TP53BP2	FBXL4
TP53I3	ZNF7
TP53RK	FOXP2
TP63	PARP1
TP73	OR6V1
TPH1	SH2D1B
TPH2	STK10
TPI1	WUGSC:H_RG363E19.2
TPM1	ANGPT2
TPM2	LRP5
TPM3	TEAD2
TPM4	CD2
TPO	FBL
TPR	HCFC1
TPSAB1	SFRS1
TPSB2	ZNF561
TPT1	DKK1
TPTE	ABCC9
TPX2	POLR1E
TRA2A	RBCK1
TRA@	HLA-DRB5
TRADD	POLA2
TRAF1	PAX7
TRAF2	PCDH8
TRAF3	PRKCD
TRAF3IP2	CYP4A22
TRAF3IP3	COBRA1
TRAF4	STRN4
TRAF5	NPPB
TRAF6	PNRC1
TRAIP	MATN2
TRAK1	POLR2H
TRAM1	KCNA1
TRAM2	POLD4
TRAP1	MRPS16
TRAPPC2	TCL1A
TRAPPC2L	COX4I2
TRAPPC3	PRLHR
TRAPPC4	TSC22D4
TRAPPC6A	PRKCB
TRAT1	ABCC8
TRDMT1	ARL5B
TREM1	ALMS1
TREM2	SERPINA5
TREX2	CXCL1
TRGV3	OR8D4
TRH	ANK2
TRHR	PSTPIP1
TRIB1	NUAK2
TRIB3	CHD5
TRIM2	CAPN7
TRIM21	RANGAP1
TRIM22	GNG7
TRIM23	FCGR1A
TRIM24	DKFZP779K1237
TRIM26	RET
TRIM27	CDGAP
TRIM28	WWP1
TRIM29	EGR3
TRIM3	RNASE2
TRIM33	PPP1R13L
TRIM37	ZBTB7A
TRIM38	ADAMTS5
TRIM5	FFAR1
TRIM55	EDEM1
TRIM71	PLXNC1
TRIO	AKAP12
TRIP10	MAP4K2
TRIP11	MIF
TRIP12	PCDHA13
TRIP4	OLIG1
TRIP6	PSMC4
TRMT6	HKDC1
TRO	ODF1
TROAP	SART1
TROVE2	TLX1
TRPC1	CHM
TRPC3	TNNT3
TRPC4	AKAP6
TRPC4AP	ZNF148
TRPC5	SNX1
TRPC6	MYST2
TRPC7	CACNA1C
TRPM2	FAF1
TRPM5	LASS2
TRPM6	PLCD1
TRPS1	GABARAPL2
TRPV1	NDUFA4
TRPV2	GATA6
TRPV4	RBBP4
TRPV5	SLC25A3
TRPV6	RBM25
TRRAP	OR7G2
TSC1	HMOX1
TSC2	ZNF761
TSC22D1	RHOJ
TSC22D3	HEXA
TSC22D4	PARN
TSEN2	EBF2
TSEN34	RRP9
TSEN54	CACYBP
TSFM	ATP1A3
TSG101	FGL2
TSGA14	RBPMS
TSHB	NMBR
TSHR	CTSL2
TSN	OR12D3
TSNARE1	BCL2A1
TSNAX	ZNF788
TSPAN4	PRKCZ
TSPYL2	MC4R
TSR1	CDC42BPA
TSSK1B	ARID2
TSSK4	AVEN
TST	CPNE4
TSTA3	NDUFS3
TTBK1	GTF2E2
TTC1	NDUFB5
TTC3	GABRG2
TTC37	RIT2
TTF1	VSIG4
TTF2	OR4B1
TTK	DNAH6
TTN	PRDM4
TTR	GAPDH
TTRAP	GNL3
TUB	TNFAIP8
TUBA1A	S100A4
TUBA1B	INPP4B
TUBA1C	CAPZA3
TUBA3C	KCND2
TUBA4A	CRH
TUBA4B	TFPI2
TUBA8	KCNK5
TUBAL3	ZNF568
TUBB	AKT2
TUBB1	GBP2
TUBB2A	SCML2
TUBB2B	CSTF2
TUBB2C	CYBA
TUBB3	FLT4
TUBB4	TRIM38
TUBB4Q	OR6C70
TUBB6	TUBGCP4
TUBB8	RAB15
TUBG1	WASF2
TUBG2	GTF3C3
TUBGCP2	RPS13
TUBGCP3	BRIP1
TUBGCP4	DKFZP686N0154
TUBGCP5	GUCA1B
TUBGCP6	SEC62
TUFM	TCRBV8S1
TUFT1	HOXD3
TULP1	ETV3
TULP2	MECP2
TULP4	AP1S1
TWF1	ARFRP1
TWIST1	TCAP
TWSG1	MED21
TXK	PEG3
TXN	CDK2AP1
TXN2	CYP1A2
TXNDC1	PCSK4
TXNDC5	FN1
TXNDC9	NOX4
TXNIP	TUBA1B
TXNL1	CA2
TXNL4A	PEX19
TXNL4B	DECR1
TXNRD1	CYP19A1
TXNRD2	MYBL2
TYK2	MED26
TYMS	TAAR1
TYR	CDC42EP2
TYRO3	TIAM2
TYROBP	IL27RA
TYRP1	H2AFV
U2AF1	GRN
U2AF2	RPA3
UACA	HACE1
UBA52	ARFIP1
UBA7	BYSL
UBAC1	RYK
UBB	TNN
UBD	CSTF1
UBE2A	FNTA
UBE2B	STRADA
UBE2C	ALOX5
UBE2D1	BTRC
UBE2D2	ATG16L1
UBE2D3	TUBGCP3
UBE2D4	IGLV10-54
UBE2E1	MYO1D
UBE2E3	MLTK
UBE2G1	CBS
UBE2G2	RSU1
UBE2H	RNF11
UBE2I	RRAGA
UBE2J1	SKIL
UBE2K	NGEF
UBE2L3	EPHB2
UBE2L6	OR51F2
UBE2M	NCOA2
UBE2N	FANCG
UBE2NL	CTRC
UBE2Q1	IPO13
UBE2S	IGHG1
UBE2T	RASD2
UBE2V2	TTK
UBE2Z	SNRPD3
UBE3A	OR2H2
UBE3B	PCDHA3
UBE3C	MCC
UBE4A	CGGBP1
UBE4B	OR56B4
UBL4A	MYO18B
UBOX5	TCL1B
UBP1	C4A
UBQLN2	REPS2
UBQLN4	TRIB1
UBR1	TIMM10
UBR2	ZNF778
UBR5	MAPRE3
UBTF	GNRH2
UBXN10	ATP2C1
UBXN4	SCGB2A1
UBXN8	PMP22
UCHL1	KCNJ9
UCHL3	UNC5B
UCN	HDAC6
UCP1	ZNF71
UCP2	CECR1
UCP3	PPP3R1
UFC1	RORC
UFD1L	RAB26
UGCG	KNG1
UGCGL1	PCDHA12
UGT1A1	RAB1B
UGT2B11	PARG
UGT2B15	ANKRD7
UGT2B17	DKFZP586M1622
UGT2B4	HHAT
UGT2B7	TSHB
UGT8	GIPC1
UIMC1	MYCBPAP
ULBP1	ATR
ULBP2	PRKAR2B
ULK1	PCDHGB4
ULK2	FPR1
UMOD	CD74
UMPS	OR2T3
UNC119	TBX22
UNC13A	NKX2-5
UNC13B	GPD1
UNC13C	KCNJ1
UNC5A	TLX2
UNC5B	CDC25A
UNC5C	DHX9
UNC5D	EHD1
UNG	SKP1
UPF1	NEDD8
UPF2	RELA
UPF3A	AURKAIP1
UPF3B	ZNF232
UPK1A	ADAM8
UPK1B	PLA2G5
UPK2	TOR1A
UPK3A	CPM
UPP1	CDKN1C
UQCR	RIC8A
UQCRB	MEP1B
UQCRC1	MED6
UQCRC2	RILP
UQCRFS1	OCRL
UQCRQ	BARD1
UROD	ID4
UROS	PSMD11
USE1	LCN2
USF1	GPX1
USF2	HOXA7
USH1C	SLC4A3
USH1G	RPS5
USH2A	ZSCAN16
USO1	GAS6
USP1	THBD
USP10	MLL
USP11	OR8B8
USP14	ETFA
USP15	SCARF1
USP16	CCNL1
USP18	ADNP
USP2	ZKSCAN3
USP33	RNF41
USP34	GJD2
USP39	PIP4K2B
USP6	BXDC2
USP7	PRPF6
USP8	PDE7A
USP9X	FMN1
UTF1	MSC
UTP15	USO1
UTRN	SPC25
UTS2	LIPE
UTS2R	HABP2
UXT	VBP1
VAC14	ELF4
VAMP1	BTG2
VAMP2	ZNF350
VAMP3	RARS
VAMP4	TRPC6
VAMP7	IFITM2
VAMP8	PCDH18
VANGL1	MED28
VAPA	HLA-H
VAPB	STM7
VARS	HSPA14
VASP	COLQ
VAV1	OR8H2
VAV2	KIF5B
VAV3	EIF3C
VBP1	COG5
VCAM1	STX8
VCAN	AVPR1A
VCL	MAP1LC3B
VCP	C1QB
VCPIP1	GZMK
VDAC1	GTF2A2
VDAC2	G6PC
VDAC3	TAF12
VDR	SDCCAG8
VEGFA	PALLD
VEGFB	ZNF217
VEGFC	XBP1
VEZT	OR10A6
VGF	HTRA1
VGLL1	NGFR
VGLL2	PREPL
VGLL4	REST
VIL1	LEFTY1
VIM	RICS
VIP	HSPB7
VIPR1	TK2
VIPR2	PCDH11Y
VLDLR	STK38L
VPREB1	FSTL3
VPREB3	ARHGDIA
VPS11	BCR
VPS13B	CLU
VPS13C	CREB3L4
VPS16	PAPPA2
VPS18	ABCC6
VPS24	CXCL13
VPS26A	DNM3
VPS28	RAB27A
VPS29	KLF3
VPS33A	AFP
VPS35	ADAMTS7
VPS39	ZNF621
VPS41	LHX5
VPS45	IL13RA1
VPS4A	SGK3
VPS4B	SGK2
VPS72	NR2C2
VSIG4	TSC22D3
VTI1A	NDUFB9
VTI1B	PKIG
VTN	STRADB
VWA2	APOD
VWF	RIPK4
WAC	CASK
WAPAL	ZFP92
WARS	CD1B
WARS2	NEK2
WAS	SH3GL1
WASF1	MTCH2
WASF3	KCNE4
WASL	CEP27
WBP11	SLK
WBP4	EFEMP1
WDR12	OR56B1
WDR26	AQP7
WDR3	RAN
WDR48	CLDN7
WDR5B	COL5A2
WDR6	MBD1
WDR77	CRIP2
WEE1	TNFRSF1A
WEE2	AXIN2
WHSC2	SLC2A14
WIF1	ZBTB8
WIPF1	ZNF30
WISP1	BICD1
WISP2	OR4A5
WNK1	EZH2
WNK2	MBD2
WNK4	GULP1
WNT1	ZNF35
WNT10A	ZNF252
WNT10B	ZNF397
WNT11	CKM
WNT16	AZIN1
WNT2	GPD1L
WNT2B	TRPC3
WNT3	KRT5
WNT4	FAT1
WNT5A	BNIP1
WNT5B	STARD8
WNT6	PNO1
WNT7A	OR2J1
WNT7B	OR4K2
WNT8A	TIMP3
WNT8B	OR5B21
WNT9A	ZNF225
WNT9B	NCOA3
WRN	OR10X1
WRNIP1	RBL2
WSB1	ZNF485
WT1	BTG1
WTAP	RPL29
WWOX	ATG4B
WWP1	KLHL13
WWP2	DTX1
WWTR1	PBX4
XAB2	SCARB1
XBP1	HOXB2
XCL1	TAS2R48
XCR1	GARNL3
XDH	CASC5
XIAP	MAPRE1
XPA	RING1
XPC	CD53
XPNPEP1	RECK
XPNPEP2	LSP1
XPO1	SYDE1
XPO4	CHRNB2
XPO5	NUP188
XPO6	ARHGAP18
XPO7	STK16
XPOT	GAMT
XRCC1	NF2
XRCC2	AEBP1
XRCC3	APOE
XRCC4	CEP135
XRCC5	ERF
XRCC6	BBS7
XRN1	BCKDHA
YAP1	PFKFB4
YARS	ZNF79
YARS2	OR4D1
YBX1	PMS4L
YEATS4	CDK2DELTAT
YES1	UFD1L
YIF1A	NDUFAB1
YIPF5	PCTK2
YKT6	DOC2B
YME1L1	RPA4
YTHDC1	SMURF2
YWHAB	SLC33A1
YWHAE	CXCL5
YWHAG	NRL
YWHAH	PHF12
YWHAQ	TCF21
YWHAZ	PMS2L5
YY1	ARRB2
ZAP70	SNTA1
ZBTB1	SCEL
ZBTB11	SRRM2
ZBTB16	RPL23A
ZBTB17	ENO1
ZBTB32	ROR2
ZBTB33	GLYAT
ZBTB43	HAT1
ZBTB48	CACNA1I
ZBTB7A	PSMD10
ZC3H11A	YWHAQ
ZCCHC8	DLL3
ZDHHC17	APH1B
ZDHHC21	IL1RAP
ZEB1	UACA
ZEB2	GCDH
ZER1	TACC3
ZFAND5	HTR7
ZFHX3	KRT9
ZFHX4	KCNQ4
ZFP1	TOPORS
ZFP112	ACLY
ZFP161	TBXA2R
ZFP2	PGLS
ZFP28	ZNF318
ZFP3	ZNF620
ZFP30	MEF2C
ZFP36	CTNND1
ZFP36L1	CCR6
ZFP36L2	RXRB
ZFP37	TUBA8
ZFP64	SETD2
ZFP82	BMP5
ZFP90	ZNF560
ZFPM2	MYOD1
ZFR	ZNF135
ZFYVE16	SAT1
ZFYVE20	PCDHB7
ZFYVE9	EIF4G1
ZHX2	SIX3
ZHX3	TH1L
ZIC1	TSGA14
ZIC3	LIN7A
ZIM2	FOXE1
ZIM3	POU2F2
ZKSCAN3	OR4F15
ZKSCAN5	FGF4
ZMAT3	ARNTL
ZMIZ1	SETDB1
ZMIZ2	GHSR
ZMYM2	MGAM
ZMYM3	ABCB4
ZMYM4	RMP
ZMYM6	FLII
ZMYND11	TP53BP2
ZNF10	ZFP91
ZNF101	MDM4
ZNF107	IL10RA
ZNF117	RNF111
ZNF12	C2
ZNF121	IPCEF1
ZNF124	DIS3
ZNF132	YWHAB
ZNF133	VAV1
ZNF134	NDUFA10
ZNF135	PPP3CA
ZNF136	FASTK
ZNF137	OR3A2
ZNF138	EIF3A
ZNF14	GUCY2C
ZNF140	NPTXR
ZNF141	MCF2L
ZNF143	CLCF1
ZNF146	NPC1
ZNF148	SUCLG1
ZNF154	SCN4B
ZNF155	LIN7C
ZNF157	ZNF222
ZNF16	HIC2
ZNF165	GSTM3
ZNF167	ZNF10
ZNF17	GPR109B
ZNF174	SEC63
ZNF175	ACO2
ZNF177	ATP5C1
ZNF180	ARHGEF9
ZNF181	CLSPN
ZNF184	MOCS2
ZNF187	OSBPL8
ZNF189	PREB
ZNF192	MBD3
ZNF193	S1PR5
ZNF195	PPAT
ZNF197	UNC5D
ZNF2	CHI3L2
ZNF20	EIF3G
ZNF202	ARID3B
ZNF205	OR51D1
ZNF208	SNTB2
ZNF211	ZNF436
ZNF212	PTP4A2
ZNF214	WNT8B
ZNF217	RHOT1
ZNF219	PTK2
ZNF22	ICAM4
ZNF221	ST6GAL1
ZNF222	MMP15
ZNF223	PLCB2
ZNF224	TCEAL4
ZNF225	MAOA
ZNF226	UBAC1
ZNF227	ANGPTL1
ZNF229	CCT7
ZNF23	C5AR1
ZNF230	TNFRSF10C
ZNF232	GLG1
ZNF233	PVRL3
ZNF234	NME7
ZNF235	LSM1
ZNF238	PCDHB14
ZNF239	PHF5A
ZNF24	STXBP5
ZNF248	CRP
ZNF25	BTF3
ZNF250	DSC3
ZNF253	CCL16
ZNF254	SGCE
ZNF257	PMAIP1
ZNF259	FAIM3
ZNF26	CITED2
ZNF263	TSEN34
ZNF264	SAP18
ZNF266	STXBP6
ZNF267	COPS8
ZNF268	FGF14
ZNF271	WASF4
ZNF273	PJA2
ZNF274	UBA52
ZNF275	AZGP1
ZNF28	RAB4B
ZNF283	DKFZP686A08248
ZNF284	OR5AK2
ZNF286A	EBI3
ZNF287	FGF7
ZNF292	TP73
ZNF294	AKR1C1
ZNF295	OR2J3
ZNF3	G3BP2
ZNF302	GTF2H5
ZNF304	RPS2
ZNF317	DUSP3
ZNF318	RNMT
ZNF319	E4F1
ZNF32	G6PC2
ZNF322B	CDK4
ZNF324	PLEKHA7
ZNF324B	ZNF354A
ZNF329	IDH2
ZNF331	USP6
ZNF333	GCGR
ZNF334	CD200R1
ZNF335	HMGB2
ZNF337	COL1A1
ZNF33A	IL31RA
ZNF33B	DKFZP686B04100
ZNF34	SOCS1
ZNF343	TNNC1
ZNF345	UBA3
ZNF347	KCNJ11
ZNF35	HSPA9
ZNF350	CHRM4
ZNF354A	DPM3
ZNF354C	NOD1
ZNF358	EGR2
ZNF37A	PKNOX1
ZNF385A	NR5A1
ZNF391	SYTL5
ZNF395	IRX3
ZNF398	KIF21B
ZNF408	TBX15
ZNF409	REL
ZNF41	SOX3
ZNF410	SESN3
ZNF415	HMG20A
ZNF418	ZBTB44
ZNF419	CALCR
ZNF423	NEB
ZNF425	USH2A
ZNF426	UBE3B
ZNF429	SFTPA2
ZNF43	KCNQ3
ZNF430	OR1N2
ZNF431	CNBP
ZNF432	PCDH1
ZNF434	MAGEH1
ZNF436	HOXB5
ZNF44	PTGIR
ZNF440	DUSP6
ZNF442	ATP2A1
ZNF443	DPYSL2
ZNF444	TUBB2B
ZNF445	ZNF443
ZNF446	WWTR1
ZNF45	VPS25
ZNF451	ZNF737
ZNF460	TXNL1
ZNF467	NEK1
ZNF468	GHRH
ZNF470	RAMP3
ZNF471	OR13F1
ZNF473	BANF1
ZNF479	OR10G9
ZNF48	BMP1
ZNF480	PIGG
ZNF484	POLD2
ZNF485	STMN3
ZNF491	WWOX
ZNF492	DIAPH3
ZNF493	CPEB1
ZNF496	HCN4
ZNF506	SF3B4
ZNF510	ADCY4
ZNF514	VEGFB
ZNF525	PCGF2
ZNF527	MAGOHP
ZNF528	CEP170
ZNF543	ADCY2
ZNF544	SNX2
ZNF546	PPARGC1A
ZNF549	PTGS1
ZNF550	CREB3L2
ZNF551	NEUROG3
ZNF552	THBS3
ZNF554	THOC2
ZNF556	BRUNOL6
ZNF557	MICB
ZNF558	PIP5K3
ZNF559	TRH
ZNF560	NOL5
ZNF561	PBK
ZNF562	UBE2V2
ZNF563	TAS2R8
ZNF569	OTX1
ZNF57	IGLV5-45
ZNF571	OR8H3
ZNF572	CCL14
ZNF573	CPSF6
ZNF578	EIF4EBP2
ZNF580	ARAP2
ZNF583	TRIB3
ZNF587	SERPINB2
ZNF589	CHRND
ZNF592	ZHX2
ZNF596	ZNF385A
ZNF599	DKFZP686N1782
ZNF606	P2RX4
ZNF610	HAND1
ZNF611	CACNG6
ZNF614	CYP21A2
ZNF623	HNRNPH3
ZNF624	OR10G7
ZNF625	COX8A
ZNF626	TRAM1
ZNF629	FBXO17
ZNF630	TRAPPC6A
ZNF638	SGK1
ZNF639	CD180
ZNF643	PCDHA4
ZNF646	RBPJL
ZNF649	PPP3CB
ZNF652	ZNF529
ZNF653	CHL1
ZNF655	PKD1
ZNF658	CD36
ZNF658B	MADH5
ZNF664	RAC2
ZNF665	NASP
ZNF667	NAGA
ZNF668	DUSP4
ZNF669	DDX1
ZNF671	TBC1D10A
ZNF672	MAP2K1
ZNF674	AREG
ZNF675	EPAS1
ZNF676	CXCL16
ZNF679	CHRNA2
ZNF680	ARL8B
ZNF681	RBM42
ZNF682	NPFF
ZNF689	LRP3
ZNF696	PRNP
ZNF697	STRAP
ZNF699	NHLH1
ZNF7	STAMBP
ZNF701	PPP1CB
ZNF702	IFNG
ZNF705A	CIR
ZNF705D	WTIP
ZNF709	SCAMP1
ZNF71	PCDHGA7
ZNF713	NDUFB2
ZNF716	CD28
ZNF718	TNFRSF4
ZNF735	MAGED1
ZNF74	ZNF155
ZNF749	COL2A1
ZNF76	OR7G1
ZNF761	PPIL3
ZNF764	PPP2R4
ZNF768	ZNF600
ZNF77	TXNIP
ZNF770	SNRPB2
ZNF771	HTR1A
ZNF780B	PPP1R15A
ZNF782	KIF3B
ZNF786	CD68
ZNF787	SSTR4
ZNF789	PGM1
ZNF79	GAK
ZNF790	PTGDR
ZNF799	HTT
ZNF8	EEFSEC
ZNF80	ZDHHC21
ZNF805	CNTN5
ZNF81	ZNF45
ZNF813	NRK
ZNF829	PSMC6
ZNF83	CPSF3
ZNF84	SUMO4
ZNF841	ANTXR1
ZNF844	TFAP2C
ZNF845	NID1
ZNF846	LHX9
ZNF85	CLASP1
ZNF860	CELSR2
ZNF91	NOS1
ZNF92	DRD4
ZNF93	CYP2A6
ZNF98	SERPINB1
ZNF99	RND1
ZNFX1	MAP3K7IP2
ZNHIT3	KCNA2
ZP2	FGFR4
ZPBP	RGS9
ZRANB1	PPP2R1A
ZRSR2	MTIF2
ZSCAN12	PEX5
ZSCAN16	NKX6-1
ZSCAN18	DLL1
ZSCAN2	TIMELESS
ZSCAN20	SCD5
ZSCAN21	VAC14
ZW10	IGLV6-57
ZWILCH	GSTA2
ZWINT	CNTFR
ZXDA	IFNA4
ZXDC	OR51T1
ZYG11B	GRP
ZYX	PTEN
ZZZ3	ARNT2
